,movie_id,title,last_update,release_year,rating,duration,description,ott_id
9356,9357,Adam Ferrara: Funny As Hell,19700101,2009,NC-17,61,"Adam Ferrara takes the stage to regale his audience with sidesplittingly funny and all-too-true observations about life, from wacked-out family dynamics to dysfunctional romantic relationships and more.",1
9357,9358,Ace In The Hole,19700101,1951,PG,111,"A cave collapse traps a man, and all eyes turn toward the tragedy including those of Charles ""Chuck"" Tatum (Kirk Douglas), a washed-up newspaper reporter who sees the incident as a ticket back to his former days at the top of the journalism heap.",1
9358,9359,Accidentally Engaged,19700101,2016,PG,86,"Famous actor Chas Hunter and aspiring actress Clarissa Byers agree to fake an engagement to improve both their reputations. However, playing pretend starts to feel all too real as the two start to fall for one another.",1
9359,9360,Above & Beyond,19700101,2015,no info,57,"Above and Beyond highlights one of the most compelling escape and survival stories from World War II. On December 1, 1943, Bruce Sundlun's bomber drew fire from German fighter planes and crashed in Nazi-occupied Belgium. With help from an underground network, Bruce fled to occupied France, where he joined the Resistance. He would go on to spy for the OSS, the precursor to the CIA.",1
9360,9361,About Alex,19700101,2014,R,100,"After the stress of adulthood takes its toll, seven college friends reunite for a weekend of partying and shared laughs. Together for the first time in years, old crushes and rivalries are rekindled and a combination of wine, weed and an unexpected dog sends the weekend to unexpected places.",1
9361,9362,Ablaze,19700101,2002,R,97,"An oil refinery blows up, causing a firestorm that threatens a hospital and everyone inside.",1
9362,9363,Abilene Town,19700101,1946,PG,89,"Abilene, Kansas, town marshal Dan Mitchell (Scott) has managed to keep a tenuous peace by keeping saloons, gambling, and guns on one side of Main Street, and the stores, women, children, and farmers on the other side. Violence and killings begin when homesteaders arrive in town in droves. Dan convinces the shopkeepers to side with the homesteaders. To save his town, Dan pits the saloon owners and cowboys against each other, resulting in a vicious bloodbath. In the midst of the chaos, Dan must make a decision between the two women he loves.",1
9363,9364,Aberdeen City,19700101,2011,no info,27,"Newcomers Aberdeen City open for Electric Six with swirling, guitar-driven rock.",1
9364,9365,Abducted,19700101,2007,R,89,"Melanie is married to Tom, a controlling, cold and self-centered man who happens to be the Prison Warden. He finds her to be a liability in his career aspirations and secretly plans to have her kidnapped and killed by a dangerous inmate, Jack.",1
9365,9366,ABC Ice Cream Cones with The LuvBugz  Learn the Alphabet,19700101,2018,G,17,Learn the alphabet with The LuvBugz Nursery Rhymes & Kids Songs and these Delicious Ice Cream Cones - Teach ABC in English.,1
9366,9367,Aakaasam Nee Haddhu Ra (Telugu),19700101,2020,R,150,"Inspired by the book ‘Simply Fly’, the film tells the story of Nedumaaran Rajangam known to friends as Maara, the son of a teacher, who sets out to make the common man fly and takes on the most capital intensive industry in the world with the help of his friends, family and sheer will power.",1
9367,9368,Aadar Malik: Stand Up The Musical,19700101,2017,no info,65,"An extremely high energy standup comedy show much like Aadar himself, it mocks the very talents that he so confidently boasts of.",1
9368,9369,Aadai,19700101,2019,NC-17,127,A free-spirited girl gets the shock of her life when she finds herself without any clothes in an abandoned building after a late-night party.,1
9369,9370,A Year in Port,19700101,2016,R,86,"With renowned wine importer Martine Saunier as our guide, we journey into Portugal's spectacular Douro Valley to explore the mystery and complexity of the world of port",1
9370,9371,A Year in Champagne,19700101,2015,PG,82,"With renowned wine importer Martine Saunier as our guide, we get a rare glimpse behind the scenes into the real Champagne through six houses, from small independent makers to the illustrious houses of Gosset and Bollinger which have been instrumental in shaping the image of Champagne around the world.",1
9371,9372,A Year in Burgundy,19700101,2013,PG,89,"The film follows seven wine-making families in the Burgundy region of France through the course of a full year, and delves into the cultural and creative process of making wine, as well as its deep ties to the land. The film is in four season-sections, and plays out against that backdrop: spring showers, drought, heat wave, hail and storms, harvest moons and the damp cold of winter.",1
9372,9373,A World Away,19700101,2019,G,73,"Six kids take a trip to the Grand Canyon, but instead find themselves in a whole other world. A Dove approved production.",1
9373,9374,A Woman Scorned: The Betty Broderick Story: Part I,19700101,1992,no info,93,"When all-American housewife and mother of four Betty Broderick learns that her successful husband Dan is leaving her for another woman, Betty vows vindication and revenge.",1
9374,9375,A Turtle's Tale 2: Sammy's Escape from Paradise,19700101,2011,G,93,"When Sammy and Ray find themselves trapped in The Tank, an underwater aquarium, they must hatch a plan to escape and reunite with their grandkids, Ricky and Ella, and protect them from the dangers of the ocean.",1
9375,9376,A Turma do sextou - A TV ideal,19700101,2020,PG,6,"They are back! Lygia beatriz & Jean chambre bring back the two friends involved in fun and unexpected situations, this time our favorite duo needs to buy a TV over the internet! it's fun for the whole family",1
9376,9377,"A Turma do Sextou - A Princesa , o Sapo e a Escolinha",19700101,2020,PG,3,New version of the classic in which a Princess kisses a frog to break a spell. the short also brings a segment in the school of professor Lucas,1
9377,9378,A Trip Under the Sea,19700101,2013,G,60,"Sharecare Windows presents World-renowned underwater photographer Nick Martorano bringing to life the vibrant underwater world of Palau. Experience some of the planets most amazing natural wonders including gardens of coral just beneath the clearest waters to ""sting-less"" jellyfish, underwater caves, A soothing video postcard with no narration or music-simply the natural sounds and video.",1
9378,9379,A Trip Through The World's Greatest Cities,19700101,2012,G,60,"This relaxing video postcard takes you to some of the world's most interesting destinations. You'll enjoy these HD videos accompanied by the naturally occurring ambient sounds. Destinations include; Amsterdam, Chicago, Buenos Aries, Venice, Sao Paulo, New York City, Valencia and Barcelona, Harbin China, and Tokyo. No passport required.",1
9379,9380,A Trip Through Lake Tahoe,19700101,2013,G,60,"A relaxing video postcard format with no narration or music-simply the natural sounds and video in HD. Relax with vistas of Lake Tahoe's spectacular natural beauty including beaches, waterfalls and mountains. Relax with Sharecare Windows.",1
9380,9381,A Tour Through Hawaii,19700101,2012,G,60,"A relaxing video postcard with no narration or music-simply the natural sounds and video in HD. Enjoy the spectacular natural beauty of Hawaii including, Eternity Beach, Ioa Valley Park, Blowhole, Rainbow Falls, Kawaiola Bay, Lotus Flower ponds, Jungle Waterfall, Makapu'u Tide Pools, Maui Twin Falls, Kaeohe Bay, Tunnels Beach at Hanalei, Waimoku Falls, Haleakala National Forest, and more.",1
9381,9382,A Taxi Driver,19700101,2017,no info,137,"In this powerful drama based on a true story, a down-on-his-luck taxi driver hired by a foreign journalist finds himself in a life-or-death struggle in the midst of the Gwanju Uprising.",1
9382,9383,A Talent For The Game,19700101,1991,PG,91,"Virgil Sweet is on the verge of losing his job as a talent scout with the California Angels when he discovers Sammy Bodeen, a country boy with no pro ball experience, but with a pitching arm no one has seen the like of.",1
9383,9384,A Song is Born,19700101,1948,G,113,"With her gangster boyfriend under investigation by the police, a nightclub singer hides out in a musical research institution staffed by bachelor professors - one of whom begins to fall for her.",1
9384,9385,A Second Chance,19700101,2019,PG,94,"When best friends Daniella and Cheyann both start to have feelings for Cheyann's best guy friend Darius something unexpected happens. Faced with the possibility of losing Darius makes Cheyann realizes that she really loves him causing the friends to be caught in a triangle of confusion, deceit and decisions. But they come to realize that everyone deserves a second chance.",1
9385,9386,A Refuge of Last Resort,19700101,2017,PG,63,"This no holds barred, award winning documentary chronicles the days before, during and after Hurricane Katrina. Told from the viewpoint of several families stuck in New Orleans, this moving and unflinching story says so much by saying so little. Most of this footage has never been seen by the public, and there is absolutely no stock footage used in this film.",1
9386,9387,A Reckoning,19700101,2018,no info,81,"After her husband is brutally murdered, a widowed homesteader seeks revenge and leaves everything behind to hunt down his killer.",1
9387,9388,A Rainy Day in New York,19700101,2020,PG,93,"Woody Allen returns to the romantic fields of previous hits Vicky Cristina Barcelona and Midnight in Paris, assembling an all-star cast including Timothée Chalamet, Elle Fanning, Selena Gomez, Jude Law, Diego Luna and Liev Schreiber, for a charming, comedic tale set amidst the dizzying streets of The Big Apple, as romantic weekend plans are soon dashed as quickly as the sunlight turns to showers.",1
9388,9389,A Promise to My Father,19700101,2013,PG,56,"A Promise to My Father follows Israel ""Izzy"" Arbeiter as he returns to the sites of his darkest hours and relives the Holocaust's unimaginable horrors. With his grandson in tow, Izzy travels to Treblinka, Auschwitz and Stuttof, and various Holocaust memorials, with the hope of bringing closure to this painful chapter of his life.",1
9389,9390,A Promise to Astrid,19700101,2019,G,89,"A Promise to Astrid is a captivating account of a woman whose unusual gift and stubborn determination leads to a greater purpose. When a car accident leaves a family in a predicament, Astrid intervenes and is dismissed as an eccentric elderly neighbor. Despite the family's resistance, Astrid's demonstration of faith and selflessness defy all expectations.",1
9390,9391,A Place in the Sun,19700101,1951,PG,122,George Eastman is a poor young man determined to win a place in society and the heart of a beautiful socialite (Elizabeth Taylor). Shelley Winters plays the factory girl whose dark secret threatens Eastman's professional and romantic prospects.,1
9391,9392,A One-Hour World Tour,19700101,2012,G,60,"A soothing video postcard with no narration or music-simply the natural sounds and video in HD. Vistas include, fly-fishing, cityscapes, hot-air balloons, waterfalls, rivers and beaches, trains and railways, Chinese Ice Festival, Palm Springs Windmills, Fireworks, Panama Canal, Tumalo Falls Oregon, Caceres Reef, Skywalk and The Ledge Chicago, Yangtzee River and Canale San Marcos Venice",1
9392,9393,A Nun's Curse,19700101,2020,PG,73,"On a weekend trip, a group of friends are forced to seek shelter inside an abandoned prison where a nun named Sister Monday had once been assigned. During her time at the prison, Sister Monday was suspected of killing prisoners who were serving out their sentences but before she could be questioned, she disappeared. Once inside the prison, they will learn the terrifying truth.",1
9393,9394,A Mother's Nightmare,19700101,2012,no info,89,A recently divorced woman is thrilled when her teenage son is smitten with the new girl in school. Her happiness is short-lived when she discovers her son's new love interest has left a string of dead boyfriends in her wake.,1
9394,9395,A Mile in His Shoes,19700101,2011,PG,89,"The story of Mickey Tussler, a young man with a type of autism who is recruited by a passionate coach to pitch for his minor league team. His team is starting another losing season and the coach is getting pressured by the team's owner to start winning games.",1
9395,9396,A Mighty Heart,19700101,2007,NC-17,108,"Based on Mariane Pearl's account of the terrifying and unforgettable story of her husband, Wall Street Journal reporter Danny Pearl's life and death.",1
9396,9397,A Journey Through Chicago,19700101,2012,G,60,"Sharecare Windows presents this calming and relaxing video postcard featuring Chicago's best know landmarks. Vistas include the Skydeck at Willis Tower, a boat journey down the Chicago River, views of Grant Park and more in a video postcard format with no narration or music. Accompanied by ambient background sounds of the city.",1
9397,9398,A Journey Around the Globe for Kids,19700101,2019,G,60,"Spectacular views from across the globe including underwater reefs in the Philippines, penguins in Argentina, the Ice City of Harbin China, the Panama Canal, Millennium Park in Chicago, Oregon Cattle Ranch, Glass Fish, the Panama Rain Forest , Hacienda Temozon in Mexico, Shibuya Crossing in Tokyo, Venice gondolas, Prague, Zocalo Square in Mexico City, Tanah Lot in Bali and Bellagio Fountains.",1
9398,9399,A Husband For Christmas,19700101,2016,PG,87,"Two co-workers agree to a loveless marriage of convenience, but as they become acquainted, an unrealized chemistry grows between them. wrath on the world.",1
9399,9400,A Hell of a Ride,19700101,2009,PG,110,"Steve Kelly, a retired rodeo champion, accepts a rematch with a notorious bucking bull, the same one that ended his career several years earlier. Steve battles with the prospects of a fading career and the chance to love his estranged wife Dannii again.",1
9400,9401,A Haunting on Washington Avenue: The Temple Theatre,19700101,2014,PG,85,"Watch the terror unfold as paranormal investigators find themselves face to face with the restless spirits that inhabit the Historic Temple Theatre of Saginaw, Michigan. Witness the hair-raising journey unfold as the film crew explores hidden tunnels, captures shocking evidence, and validates claims that the old theatre is indeed haunted.",1
9401,9402,A Haunting on Potter Street,19700101,2012,PG,77,"For the first time in history, a documentary film crew has been granted permission to enter the massive and mysterious Potter street station, of Saginaw, Michigan. Watch the evidence unfold as investigators chronicle their journey through 30,000 square feet of suspense. Locked in over night, the investigators have 'til dawn to capture proof of the train station's notorious hauntings.",1
9402,9403,A Haunting on Dice Road: The Hell House,19700101,2016,PG,84,"An entire year of investigation, multiple law enforcement agencies, hundreds of police reports, months of surveillance, thousands of man hours, numerous polygraphs, a string of mysterious fires, a series of unexplained explosions, life threatening injuries, and one families worst fears realized. Witness the journey unfold as investigators reopen the most documented paranormal case in U.S. history.",1
9403,9404,A Haunting on Dice Road 2: Town of the Dead,19700101,2017,PG,74,"When the Midcalf family decided to rescue an old Michigan landmark, they soon realized they were the ones in need of saving. Dark shadowy figures, disembodied voices, and full body apparitions of those who perished in a deadly plague are said to be the cause of the ghastly phenomenon. Witness the shocking evidence unfold as paranormal researchers attempt to communicate with the dead.",1
9404,9405,A Haunting on Brockway Street,19700101,2019,PG,133,"In 2007, the Braley family decided to rescue an abandoned Civil War Era home in Saginaw, Michigan. Almost immediately, strange occurrences began taking place within the manor. Disembodied voices, footsteps and the shocking appearance of a full body apparition would change everything. Bewildered and frightened, the family calls in a team of paranormal investigators in an attempt to save their home.",1
9405,9406,A Girl of the Limberlost,19700101,1990,PG,105,"It's 1908 in rural Indiana, and Eleonora Comstock is determined to attend high school. When an unexpected tax comes due, Eleonora's mother forces her to quit school to bring in their crops. But after their crops are ruined by a storm, both mother and daughter must learn to understand each other or lose what they love most.",1
9406,9407,A Girl Like Her,19700101,2013,R,92,"Everybody's dream girl. One girl's nightmare. Based on a million true stories, a girl like her follows 16-year-old Jessica and her hidden camera that documents the merciless bullying handed down by Avery, the most popular girl in school.",1
9407,9408,A Flying Princess and a Secret Island (Subbed),19700101,2015,G,51,"An anime trilogy based on the literary classic 'The Arabian Nights.” A hardworking and curious boy named SINBAD dreams of becoming a sailor and traveling around the world. One day, he encounters a mysterious girl on a flying wooden horse and a group of men who chases her by flying carpets. Flying carpet, iron ship, attacking giant birds, and the secret island… Many hardships remain ahead of him!",1
9408,9409,A Flying Princess and a Secret Island (Dubbed),19700101,2015,G,51,"An anime trilogy based on the literary classic 'The Arabian Nights.” A hardworking and curious boy named SINBAD dreams of becoming a sailor and traveling around the world. One day, he encounters a mysterious girl on a flying wooden horse and a group of men who chases her by flying carpets. Flying carpet, iron ship, attacking giant birds, and the secret island… Many hardships remain ahead of him!",1
9409,9410,A Fine Step,19700101,2014,PG,112,"When an expert horseman (Luke Perry) suffers a traumatic accident with his top horse, he overcomes his injury with the help of a young girl who helps rehabilitate him and the horse",1
9410,9411,A Father's Son,19700101,1999,PG,96,"Michael Landon Jr. directs this biographical story of his television star father, Michael Landon. The film deals with the scarring that Michael Jr. felt after his parents divorce when he was 15 and looks at his father's philandering ways. Michael Jr. is the son of Landon's second wife, who was deserted when Landon took up with a make-up artist on the set of Little House on the Prairie.",1
9411,9412,A Farewell To Arms,19700101,1932,G,91,A tale of the love between ambulance driver Lt. Henry and Nurse Catherine Barkley during World War I. The action takes place in Italy and the two fall in love during the war and will stop at nothing to be together. The film also analyses Lt. Henry's feelings on war and the purpose of fighting.,1
9412,9413,A Death in the Gunj,19700101,2017,NC-17,106,"Set in 1979, A Death in the Gunj is a coming of age story, about a shy student Shutu who uses a family trip to escape from his failed semester. Shutus' quiet unraveling is overlooked by his family until the holiday ends with an implosion.",1
9413,9414,A Deadly Legend,19700101,2020,NC-17,97,"Joan Huntar (Kristen Anne Ferraro), a developer, buys property with a dark supernatural history. Construction uncovers an ancient Megalith. Deadly spirits wake and battle for this supernatural gateway. Unable to escape, Joan and family must fight for survival.",1
9414,9415,A Dangerous Man,19700101,2010,NC-17,94,"Ex-soldier Shane Daniels is angry. He just spent six years in prison for a crime he didn't commit and lost his wife during the stretch. Then things get even worse, as Shane gets involved in a shootout with the Chinese mob. Now he's on the run, surrounded by violent cops and crime lords. But he's certainly up for the fight.",1
9415,9416,A Company of Heroes,19700101,2013,PG,57,"Easy Company, the Army company whose legendary exploits in World War II inspired Stephen Ambrose's book, Band of Brothers, remains one of the most revered combat units in U.S. military history. In A Company of Heroes, the veterans of that company - along with the families of three deceased others - recount the horrors and the victories, the tears and blood they shed, and the friends they lost.",1
9416,9417,A Christmas Princess,19700101,2019,no info,87,"Jessica is a struggling chef living in a trendy New York borough. Prince Jack, who's in the city for his family's annual Christmas charity dinner, finds himself in need of a last-minute chef for this royal event when he meets Jessica. His parents, a would-be girlfriend and a pushy socialite (and ex-girlfriend) from Jack's home country all stand in the way. But love is a powerful force.",1
9417,9418,A Christmas Kiss II,19700101,2015,G,89,"Jenna Kingston didn't expect to be swept off her feet, but when a handsome stranger encounters her in the elevator and notices the mistletoe hanging above them, sparks fly as he leans in for a kiss. There's just one problem: this man is Cooper Montgomery, a playboy who happens to be part owner of the company for which Jenna works.",1
9418,9419,A Christmas in Royal Fashion,19700101,2018,PG,86,Handsome prince and fashion assistant fall in love amidst a Christmas fashion show.,1
9419,9420,A Century of the Queen Mother: 100 Years in 100 minutes,19700101,2000,G,101,"Presented by Valerie Singleton, this remarkable portrait digs beneath the surface to present a balanced but vivid portrait of this exceptional royal. This one-of-a-kind documentary examines her love for her husband and daughters, her support for the institution of monarchy, her animosity towards Mrs. Simpson and Princess Diana and her extravagant lifestyle and love of racing, gardens and fashion.",1
9420,9421,A Century Of Black Cinema,19700101,2003,PG,100,"This film highlights moments in the long and rich African American cinema history in relation to social and political events, and how it affected black viewers of the time.",1
9421,9422,A Brilliant Young Mind,19700101,2015,PG-13,112,A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.,1
9422,9423,"A Boy, A Girl, and a Dog",19700101,1946,no info,91,"During World War II, Kip and Button decide to help the war effort by enlisting their beloved dog for military service. Not surprisingly, the dog becomes a hero in the K-9 corps. The kids' kindly old grandfather (Harry Davenport) helps the two during the tense time their dog is away. A cute war-time family film with a scene-stealing dog.",1
9423,9424,A Box for Rob,19700101,2017,R,102,"Rob is a troubled man whose world unravels when he is named a murder suspect. Haunted by a dark childhood secret, his life becomes a living nightmare ... Could he be the killer after all?",1
9424,9425,A Beginner's Guide To Endings,19700101,2010,R,92,"Duke White, a hard living gambling man has doomed his three boys to a horrible fate. When his sons find out that they don't have much time left to live, they decide to make up for a lifetime of misdeeds in one day. But making up for past mistakes and doing all the things in life that they should have isn't nearly that simple for the White boys, but, they never did take the simple path.",1
9425,9426,A 30-Minute Journey Around the World,19700101,2012,G,30,"A soothing video postcard with no narration or music-simply the natural sounds and video in HD. Gondolas on Venice Canals, Chicago Navy Pier Fireworks, Millennium Park Cloudgate Chicago, Cruising the Three Rivers Gorge on the Yangtze River China, Underwater Reefs on Cebu Island Philippines, Bellagio Fountains in Las Vegas, Sea of Cortez beach sunset and the Snow and Ice Festival in Harbin China.",1
9426,9427,99 F,19700101,2007,NC-17,104,"The life of Octave Parango, a flamboyant ad designer, filled with success, satire, misery and love.",1
9427,9428,9/11 Phone Calls from the Towers,19700101,2009,R,74,"September 11th 2001 is the most terrifying and enduring tragedy of our time. The images of that day stay with all of us; but for many, the most powerful legacy of that fateful day is the voices calling from inside the towers, whether telling loved ones they were safe, saying goodbye when all hope was lost, or even seeking comfort from strangers in a desperate call for help.",1
9428,9429,9-Minute Yoga: Guided Meditation & Visualization,19700101,2014,G,10,"Three sessions designed to help reduce stress, calm the body and focus the mind include; Guided Meditation and Visualization. As proven by medical professionals and scientists, meditation helps reduce the heart rate, release natural endorphins into the blood stream-the feel-good factor-and actively help with mental stress and depression.",1
9429,9430,9 Hour Rainstorm for Sleep black screen,19700101,2017,G,541,"Black screen for a deep, restful sleep accompanied by a sooting rainstorm recorded on location in the Texas Hill Country. This black-screen video helps reduce the blue-spectrum light waves emitted from your TV or screen that are known to interfere with REM sleep. Used in hundreds of U.S. hospitals, all Sleepwell programs are included in your Prime membership.",1
9430,9431,8 Minute Meditation to Forget and Forgive,19700101,2020,G,8,Forgive and forget. An easy guided therapy session helping you forgive and let go of any negative energy that your holding.,1
9431,9432,8 Hours of Waves for Sleep,19700101,2016,G,481,"Relax and drift off to sleep with Sharecare Windows Evening Waves for Sleep and Meditation. An excellent sleep aid, this video features nighttime beaches accompanied by natural ocean sounds. Window Channel Network's Sleepwell videos are used to help patients sleep and for stress reduction in hospitals throughout world. Enjoy this 8 hour sleep video included in your Prime membership.",1
9432,9433,8 Hours of Gentle Soothing Surf for Sleep,19700101,2016,G,480,"Featuring ultra dark video of nighttime surf recorded on location. This video helps create healthy sleep habits by reducing the blue-spectrum light waves-known to inhibit REM sleep. By following the five stages of sleep patterns, this calming video will help you relax into a deep sleep. Filmed on location in South Carolina, Florida Keys, Lake Michigan and California.",1
9433,9434,7th And Westlake Nino's Revenge,19700101,2021,NC-17,89,"In response to the growing power of African Americans in the country, a chemical biologist (Dr. Phil Stain) has developed a drug that causes black people to kill each other.",1
9434,9435,730,19700101,2015,NC-17,104,"A modern day urban tale centered around a young man named Tru, who recently came home from jail and is fighting to stay on the right path for the sake of his son. Not too long after his release, Tru finds himself struggling to be an average man while he battles with his son's mother, the law, and the streets.",1
9435,9436,7 Minute Yoga Nidra for Focus,19700101,2020,G,7,Yoga Nidra-a conscious sleep and rest session. A yoga technique to rest the body fully without sleeping.,1
9436,9437,6-Headed Shark Attack,19700101,2018,R,89,"What is supposed to be a marriage boot camp on a remote island turns into the ultimate test for survival when a 6-headed shark starts attacking the beach. Trapped with minimal weapons they try to fight off the shark, but quickly discover that no one is safe in the water, or on land.",1
9437,9438,6 Minutes of Yoga By The Ocean,19700101,2016,G,6,"Named after the rolling waves of the ocean, this breathing practice will help reduce stress, calm your mind, induce mind and body relaxation and ease pain. This is perfect for short everyday relaxation use and before your exercise practice. Classically trained in the art of yoga in India and Canada, Anne-Marie Newland presents her own dynamic style of yoga known as Sun-Power Yoga.",1
9438,9439,6 Below,19700101,2017,PG-13,98,"When a snowstorm strands former professional hockey player Eric LeMarque (Josh Hartnett) atop the Sierra Nevada Mountains for eight days, he is forced to face his past and come to terms with his personal demons and rediscover the power of faith within him in order to survive.",1
9439,9440,5K1-States Evidence,19700101,2018,NC-17,108,"In Detroit, MI this narrative follows best friends Tiger (rapper Forty Da Great) and Remo (Melvin Jackson, Jr -The Wire/New Edition Story), who the Feds suspects them of running a Criminal Enterprise, Self Made Bosses (SMB). Tiger and Remo tries to figure out their strengths to maintain their reign in the Streets, but the Feds found their weakness and stops at nothing to bring them down.",1
9440,9441,53206: Milwaukee,19700101,2021,R,83,"Robbie, a very talented, aspiring 17-year-old singer, has grown up in one of the poorest, most crime ravaged inner cities: the 53206 zip code of Milwaukee. She dreams of going to Juilliard, but after her cousin's murder she must decide whether to follower her dream or stay and help her community end the violence.",1
9441,9442,5-Minute Anxiety Meditation,19700101,2020,G,5,A guided meditation to help you overcome anxiety in your life. Guided by Donna D' Cruz.,1
9442,9443,45 Minutes In South America,19700101,2012,G,45,"Naturally beautiful, this spectacular video without narration or music-just natural sounds and sights captured in full HD on location. Visit Sugarloaf Tram Rio de Janeiro, Vidigal Beach Brazil, Laja River Tributary Antuco Valley Chile, Lala Lake National Park Chile, Avenida del Liberador, National Congress Buenos Aires, Igauzu Falls, Ponte Octavio Frias de Oliveria Sa Paulo Brazil and more.",1
9443,9444,41,19700101,2014,R,81,A young man discovers a hole in the floor of a local motel that leads to yesterday.,1
9444,9445,4/20 Massacre,19700101,2018,R,85,"Over 4/20 weekend, five young women decide to celebrate their friend's birthday by taking a camping trip to a secluded part of a nearby national park. However, their fun is quickly snubbed out when they stumble upon an illegal marijuana grow operation hidden in the greenery and protected by a bloodthirsty maniac.",1
9445,9446,37-Teen,19700101,2020,NC-17,92,"Billionaire software mogul, Adam Pi, has everything in life with the exception of positive memories from High School. He reluctantly goes to his 20th year reunion, has an amazing time, and finds himself wondering ""If I knew then what I know now..."" and offers the entire grad class one year's salary to come back and do one more month of High School. What could possibly go wrong?",1
9446,9447,36 Husbands,19700101,2020,PG,83,"36 Husbands is a mystical, musical, Kung Fu spy comedy starring 3 powerful women - and a bunch of husbands.",1
9447,9448,33 & Beyond: The Royal Art of Freemasonry,19700101,2017,NC-17,90,"Hailed by ABC News as ""Perhaps the most important documentary ever made on Freemasonry,"" 33 & Beyond: The Royal Art of Freemasonry, explores the American Freemasonic system, degree by degree. Written & Directed by Johnny Royal (Illuminated: The True Story of the Illuminati), 33 & Beyond: The Royal Art of Freemasonry examines the Blue Lodge, Scottish Rite and York Rite bodies of Freemasonry.",1
9448,9449,306 Hollywood,19700101,2018,PG,94,"When siblings Elan and Jonathan Bogarín undertake an archaeological excavation of their late grandmother's house, they embark on a magical-realist journey in search of what life remains in the objects we leave behind. 306 Hollywood transforms the dusty fragments of an unassuming life into an epic metaphor for the nature of memory, time, and history.",1
9449,9450,30-Minute Anxiety Meditation,19700101,2020,G,30,A guided meditation to help you overcome anxiety in your life. Guided by Donna D' Cruz.,1
9450,9451,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,19700101,2013,R,80,"After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism.",1
9451,9452,30 Minutes on the Central California Coast,19700101,2018,G,30,"Hidden away between Carmel and Santa Barbara, California is a stretch of the California Coast that is peaceful, beautiful and mostly unknown. The Hidden Gem is a project created for Sharecare Windows by the Visual Storytelling Class at Oaks Christian High School in Westlake, California. Ten students spent four days shooting to create a special video with images set to an original soundtrack.",1
9452,9453,30 Minutes of Water in Nature,19700101,2012,G,30,"A soothing video postcard with no narration or music-simply the natural sounds and video in HD. Videos include, Beach Cabanas Cabo San Lucas Mexico, Pink and yellow Lotus flowers in Hawaii, Sea of Cortez beach sunset, purple wildflowers, Texas Bluebonnet wildflowers, Rainbow Falls in Hawaii, Sparks Lake in Oregon, Three Rivers Gorge on the Yangtze River and Texas floating clouds",1
9453,9454,30 Minutes of Water,19700101,2019,no info,30,"Sharecare Windows believes that images speak louder than words, and in our search around the world to find awe-inspiring images, we discovered the subtle beauty and spiritual inspiration of water. Join us as we bring attention to the natural resources that sustains our planet and the life that depends on it. Sharecare Windows short film WATER has screened at 80 Film Festivals and won 18 awards.",1
9454,9455,30 Minutes of Sheep for Relaxation,19700101,2017,G,30,"As cliche as it sounds, here you can count the sheep as the herd at Carmel Mission Ranch finds solace in the beautiful meadow adjoining the Carmel River Beach Estuary at sunset. Gently drift off to sleep or use for meditation as well as relaxation for children and pets.",1
9455,9456,30 Minutes of Serenity,19700101,2012,G,30,"A soothing video postcard with no narration or music-simply the natural sounds and HD video,. Enjoy vistas from Maui's Bamboo Forest, The Chicago River, Glass fish from the Philippines, Horseshoe Bend on the Colorado River, The Hoh River, Sol Duc Falls and Lake Crescent in Washington state's Olympic National Park, and Hawaii's Wailua Falls.",1
9456,9457,30 Minutes of Relaxation,19700101,2012,G,30,"A relaxing video postcard format with no narration or music_simply the natural sounds and video in HD. Yangtze River China, Horsehollow Wind farm, Grand Bahama Island Infinity Pool, Buckingham Fountain Chicago, Bellagio Fountain Las Vegas, Fly fishing on the Mohican River, Glass fish of Apo Islands Philippines, Hacienda Temozon Mexico, Crown Fountain Chicago and sunrise on Annapolis Harbor",1
9457,9458,30 Minutes of Nature's Beauty,19700101,2012,G,30,"A soothing video postcard with no narration or music-simply the natural sounds and video in HD. Vistas include Lotus Flower ponds in Maui, Floating clouds in Texas, Aruba Dutch Caribbean, Trunk Bay St. John USVI, Deschutes National Forest Oregon, Waimuku Falls Maui, Rain Falling on leaves in New Orleans, Kanoehe Bay Hawaii, Texas Wildflowers and Leinster Bay St. John.",1
9458,9459,30 Minutes of Flowing Water,19700101,2012,G,30,"A relaxing video postcard features no narration or music-simply the natural sounds and video in HD. Scenes include Del Norte Coast California, Yellowstone National Park, Tumalo Falls in Oregon, Caceres Reef in the Philippines, Colorado River in Texas, Terrebonne Cattle Ranchin Oregon, Coastline Valaparasio in Chile, Schroon River in the Adirondack Mountains, Makapu'u Tide Pools in Maui and more.",1
9459,9460,30 Minute Singing Bowl Meditation,19700101,2020,G,30,"Use the universal sound of OUM and the singing bowl for meditation, focus and relaxation",1
9460,9461,30 Day Promise,19700101,2017,PG,100,"What would you do if you had two months to live, a failing marriage and a broken home? This is the scenario Heather is facing. She's dying of cancer, her husband is having an affair and her children's relationship with their dad is nonexistent. To change the direction of her family, she comes up with an unusual plan to save her marriage and re-establish a relationship with God in her family.",1
