,movie_id,genre_id,last_update
207,95,17,20210901
208,95,26,20210901
209,96,72,20210901
210,96,57,20210901
211,97,55,20210901
212,97,17,20210901
213,98,17,20210901
214,98,26,20210901
215,98,37,20210901
216,99,17,20210901
217,99,22,20210901
218,99,57,20210901
219,100,26,20210901
220,101,55,20210901
221,101,17,20210901
222,102,3,20210901
223,102,17,20210901
224,103,16,20210901
225,103,26,20210901
226,104,17,20210901
227,104,15,20210901
228,105,15,20210901
229,105,17,20210901
230,105,3,20210901
231,106,26,20210901
232,106,3,20210901
233,107,48,20210901
234,107,25,20210901
235,108,26,20210901
236,108,28,20210901
237,109,48,20210901
238,109,17,20210901
239,110,40,20210901
240,110,25,20210901
241,111,26,20210901
242,111,3,20210901
243,112,55,20210901
244,112,26,20210901
245,113,17,20210901
246,113,3,20210901
247,114,16,20210901
248,114,3,20210901
249,115,17,20210901
250,115,3,20210901
251,116,17,20210901
252,116,55,20210901
253,117,17,20210901
254,117,55,20210901
255,118,17,20210901
256,119,16,20210831
257,119,3,20210831
258,120,25,20210831
259,120,62,20210831
260,121,17,20210828
261,121,37,20210828
262,122,26,20210828
263,122,37,20210828
264,123,26,20210828
265,123,36,20210828
266,124,3,20210827
267,124,17,20210827
268,124,37,20210827
269,125,37,20210827
270,125,26,20210827
271,125,17,20210827
272,126,55,20210827
273,126,17,20210827
274,127,17,20210827
275,127,26,20210827
276,127,37,20210827
277,128,35,20210827
278,128,37,20210827
279,128,3,20210827
280,129,37,20210827
281,129,26,20210827
282,129,72,20210827
283,130,48,20210827
284,130,37,20210827
285,130,17,20210827
286,131,17,20210827
287,131,37,20210827
288,132,17,20210827
289,132,37,20210827
290,133,57,20210827
291,133,17,20210827
292,133,37,20210827
293,134,37,20210827
294,134,36,20210827
295,134,26,20210827
296,135,3,20210827
297,135,48,20210827
298,135,37,20210827
299,136,37,20210827
300,136,48,20210827
301,136,26,20210827
302,137,37,20210827
303,137,26,20210827
304,137,48,20210827
305,138,35,20210827
306,138,37,20210827
307,139,35,20210827
308,139,37,20210827
309,140,3,20210827
310,140,37,20210827
311,141,3,20210827
312,141,37,20210827
313,141,26,20210827
314,142,17,20210827
315,142,36,20210827
316,142,26,20210827
317,143,37,20210827
318,143,17,20210827
319,143,26,20210827
320,144,25,20210825
321,145,55,20210825
322,145,26,20210825
323,145,36,20210825
324,146,3,20210825
325,147,35,20210825
326,148,62,20210825
327,148,25,20210825
328,149,15,20210825
329,149,26,20210825
330,150,25,20210824
331,150,48,20210824
332,151,62,20210824
333,151,25,20210824
334,151,40,20210824
335,152,37,20210823
336,152,72,20210823
337,152,35,20210823
338,153,72,20210823
339,153,37,20210823
340,153,35,20210823
341,154,72,20210823
342,154,35,20210823
343,154,37,20210823
344,155,72,20210823
345,155,37,20210823
346,155,35,20210823
347,156,3,20210823
348,156,7,20210823
349,157,37,20210820
350,157,26,20210820
351,157,72,20210820
352,158,37,20210820
353,158,26,20210820
354,158,55,20210820
355,159,26,20210820
356,159,3,20210820
357,160,17,20210820
358,160,48,20210820
359,160,15,20210820
360,161,55,20210819
361,161,37,20210819
362,161,26,20210819
363,162,26,20210819
364,162,36,20210819
365,162,55,20210819
366,163,37,20210818
367,163,72,20210818
368,164,37,20210818
369,164,55,20210818
370,164,26,20210818
371,165,25,20210818
372,165,37,20210818
373,166,37,20210818
374,166,26,20210818
375,167,55,20210818
376,167,37,20210818
377,167,26,20210818
378,168,26,20210818
379,168,17,20210818
380,168,37,20210818
381,169,17,20210818
382,169,37,20210818
383,169,26,20210818
384,170,37,20210818
385,170,17,20210818
386,170,55,20210818
387,171,40,20210818
388,171,25,20210818
389,171,62,20210818
390,172,17,20210816
391,172,36,20210816
392,173,16,20210815
393,173,36,20210815
394,173,26,20210815
395,174,26,20210815
396,174,37,20210815
397,175,3,20210813
398,176,64,20210812
399,177,7,20210812
400,177,15,20210812
401,177,3,20210812
402,178,17,20210811
403,178,37,20210811
404,179,36,20210811
405,179,37,20210811
406,179,26,20210811
407,180,37,20210811
408,180,25,20210811
409,181,17,20210811
410,181,55,20210811
411,182,26,20210811
412,182,37,20210811
413,183,62,20210810
414,183,25,20210810
415,184,17,20210808
416,184,26,20210808
417,184,36,20210808
418,185,37,20210808
419,185,17,20210808
420,185,55,20210808
421,186,48,20210807
422,186,37,20210807
423,187,17,20210807
424,187,3,20210807
425,188,37,20210806
426,188,17,20210806
427,188,26,20210806
428,189,36,20210806
429,189,35,20210806
430,189,37,20210806
431,190,48,20210806
432,190,15,20210806
433,191,17,20210805
434,191,37,20210805
435,191,3,20210805
436,192,25,20210805
437,192,37,20210805
438,193,37,20210805
439,193,22,20210805
440,193,17,20210805
441,194,25,20210805
442,195,26,20210805
443,195,16,20210805
444,195,37,20210805
445,196,26,20210804
446,196,37,20210804
447,197,35,20210804
448,198,46,20210804
449,199,26,20210803
450,199,36,20210803
451,199,55,20210803
452,200,37,20210803
453,200,26,20210803
454,201,25,20210803
455,201,40,20210803
456,202,25,20210803
457,202,37,20210803
458,203,17,20210801
459,203,15,20210801
460,204,15,20210801
461,204,17,20210801
462,205,3,20210801
463,205,57,20210801
464,206,3,20210801
465,207,26,20210801
466,208,57,20210801
467,208,15,20210801
468,208,17,20210801
469,209,3,20210801
470,209,35,20210801
471,209,57,20210801
472,210,22,20210801
473,210,17,20210801
474,210,16,20210801
475,211,55,20210801
476,211,26,20210801
477,212,26,20210801
478,212,72,20210801
479,213,55,20210801
480,213,17,20210801
481,214,26,20210801
482,214,37,20210801
483,214,36,20210801
484,215,72,20210801
485,215,57,20210801
486,215,3,20210801
487,216,26,20210801
488,216,36,20210801
489,217,17,20210801
490,218,26,20210801
491,219,17,20210801
492,219,15,20210801
493,219,26,20210801
494,220,17,20210801
495,220,15,20210801
496,221,3,20210801
497,221,17,20210801
498,222,17,20210801
499,222,15,20210801
500,222,57,20210801
501,223,17,20210801
502,224,62,20210801
503,224,26,20210801
504,225,57,20210801
505,225,3,20210801
506,225,26,20210801
507,226,3,20210801
508,226,22,20210801
509,226,17,20210801
510,227,26,20210801
511,227,17,20210801
512,228,35,20210801
513,229,17,20210801
514,229,3,20210801
515,230,26,20210801
516,230,72,20210801
517,231,3,20210801
518,232,36,20210801
519,232,26,20210801
520,232,72,20210801
521,233,72,20210801
522,234,64,20210801
523,235,17,20210801
524,235,55,20210801
525,236,37,20210731
526,236,26,20210731
527,237,3,20210731
528,237,37,20210731
529,237,72,20210731
530,238,26,20210730
531,238,36,20210730
532,238,37,20210730
533,239,37,20210730
534,239,25,20210730
535,240,36,20210730
536,240,37,20210730
537,240,26,20210730
538,241,3,20210730
539,241,37,20210730
540,242,37,20210730
541,242,17,20210730
542,242,3,20210730
543,243,55,20210729
544,243,17,20210729
545,243,37,20210729
546,244,55,20210729
547,244,17,20210729
548,245,37,20210728
549,245,3,20210728
550,246,25,20210728
551,247,3,20210727
552,247,37,20210727
553,248,72,20210727
554,249,17,20210727
555,249,37,20210727
556,249,26,20210727
557,250,26,20210727
558,250,72,20210727
559,250,37,20210727
560,251,26,20210724
561,251,3,20210724
562,252,15,20210723
563,252,62,20210723
564,253,36,20210723
565,253,26,20210723
566,253,37,20210723
567,254,37,20210723
568,254,17,20210723
569,255,3,20210723
570,255,35,20210723
571,255,37,20210723
572,256,37,20210723
573,256,35,20210723
574,256,72,20210723
575,257,55,20210723
576,257,26,20210723
577,258,25,20210722
578,259,15,20210722
579,260,15,20210722
580,261,15,20210722
581,262,15,20210722
582,263,15,20210722
583,264,15,20210722
584,265,15,20210722
585,266,15,20210722
586,267,15,20210722
587,268,15,20210722
588,269,15,20210722
589,270,15,20210722
590,271,15,20210722
591,272,15,20210722
592,273,62,20210722
593,273,15,20210722
594,274,15,20210722
595,275,15,20210722
596,276,15,20210722
597,277,15,20210722
598,278,15,20210722
599,279,26,20210722
600,280,37,20210722
601,280,17,20210722
602,281,7,20210722
603,281,15,20210722
604,281,37,20210722
605,282,26,20210721
606,282,72,20210721
607,282,37,20210721
608,283,15,20210721
609,284,36,20210720
610,284,26,20210720
611,284,17,20210720
612,285,55,20210719
613,285,26,20210719
614,285,37,20210719
615,286,3,20210717
616,287,26,20210716
617,287,55,20210716
618,287,37,20210716
619,288,37,20210716
620,288,26,20210716
621,288,72,20210716
622,289,35,20210716
623,289,40,20210716
624,290,17,20210716
625,290,37,20210716
626,291,36,20210716
627,291,26,20210716
628,291,72,20210716
629,292,26,20210716
630,293,26,20210716
631,293,55,20210716
632,294,55,20210716
633,294,26,20210716
634,295,26,20210716
635,295,55,20210716
636,296,26,20210716
637,296,55,20210716
638,297,26,20210716
639,297,55,20210716
640,297,3,20210716
641,298,17,20210715
642,298,37,20210715
643,298,26,20210715
644,299,17,20210715
645,299,22,20210715
646,300,48,20210715
647,300,25,20210715
648,300,37,20210715
649,301,25,20210715
650,301,37,20210715
651,301,62,20210715
652,302,55,20210715
653,302,37,20210715
654,302,26,20210715
655,303,62,20210715
656,303,17,20210715
657,303,15,20210715
658,304,17,20210715
659,304,36,20210715
660,304,26,20210715
661,305,25,20210715
662,306,37,20210714
663,306,35,20210714
664,307,3,20210714
665,307,17,20210714
666,308,37,20210714
667,308,25,20210714
668,309,17,20210714
669,309,26,20210714
670,309,37,20210714
671,310,26,20210713
672,310,36,20210713
673,311,46,20210713
674,312,26,20210713
675,312,15,20210713
676,312,37,20210713
677,313,62,20210712
678,313,25,20210712
679,314,17,20210710
680,314,3,20210710
681,315,64,20210710
682,316,17,20210710
683,316,25,20210710
684,316,37,20210710
685,317,35,20210709
686,318,17,20210709
687,318,26,20210709
688,318,37,20210709
689,319,26,20210709
690,319,37,20210709
691,319,3,20210709
692,320,26,20210709
693,320,37,20210709
694,320,55,20210709
695,321,64,20210709
696,322,72,20210709
697,323,17,20210709
698,323,15,20210709
699,323,57,20210709
700,324,37,20210708
701,324,17,20210708
702,325,55,20210708
703,325,26,20210708
704,325,17,20210708
705,326,55,20210708
706,326,26,20210708
707,327,17,20210708
708,327,48,20210708
709,328,25,20210707
710,328,37,20210707
711,329,37,20210707
712,329,3,20210707
713,330,26,20210707
714,330,37,20210707
715,331,37,20210707
716,331,3,20210707
717,332,37,20210707
718,332,26,20210707
719,333,37,20210707
720,333,26,20210707
721,333,55,20210707
722,334,26,20210707
723,334,37,20210707
724,335,37,20210707
725,335,55,20210707
726,336,17,20210707
727,336,37,20210707
728,337,26,20210706
729,337,37,20210706
730,338,26,20210706
731,338,37,20210706
732,339,55,20210706
733,339,37,20210706
734,339,26,20210706
735,340,26,20210706
736,340,37,20210706
737,341,37,20210706
738,341,26,20210706
739,342,26,20210706
740,342,37,20210706
741,343,26,20210706
742,343,37,20210706
743,343,17,20210706
744,344,26,20210706
745,344,37,20210706
746,345,40,20210702
747,345,35,20210702
748,346,72,20210702
749,346,37,20210702
750,346,55,20210702
751,347,37,20210702
752,347,17,20210702
753,348,72,20210702
754,348,37,20210702
755,348,26,20210702
756,349,22,20210702
757,349,3,20210702
758,349,37,20210702
759,350,72,20210702
760,350,35,20210702
761,350,37,20210702
762,351,35,20210702
763,351,57,20210702
764,352,3,20210701
765,353,3,20210701
766,354,25,20210701
767,354,62,20210701
768,355,3,20210701
769,355,17,20210701
770,356,17,20210701
771,357,3,20210701
772,357,17,20210701
773,357,57,20210701
774,358,36,20210701
775,358,17,20210701
776,358,26,20210701
777,359,17,20210701
778,359,3,20210701
779,360,72,20210701
780,360,3,20210701
781,361,17,20210701
782,361,15,20210701
783,362,26,20210701
784,362,37,20210701
785,362,55,20210701
786,363,3,20210701
787,363,37,20210701
788,364,17,20210701
789,364,26,20210701
790,364,37,20210701
791,365,17,20210701
792,365,15,20210701
793,366,15,20210701
794,366,17,20210701
795,367,26,20210701
796,367,55,20210701
797,367,17,20210701
798,368,37,20210701
799,368,26,20210701
800,368,28,20210701
801,369,26,20210701
802,369,55,20210701
803,370,17,20210701
804,370,16,20210701
805,370,3,20210701
806,371,7,20210701
807,371,3,20210701
808,371,37,20210701
809,372,3,20210701
810,372,57,20210701
811,373,17,20210701
812,373,26,20210701
813,374,55,20210701
814,374,17,20210701
815,375,17,20210701
816,376,55,20210701
817,376,26,20210701
818,377,35,20210701
819,378,26,20210701
820,378,37,20210701
821,379,55,20210701
822,379,26,20210701
823,380,55,20210701
824,380,17,20210701
825,381,17,20210701
826,381,15,20210701
827,382,3,20210701
828,382,57,20210701
829,383,17,20210701
830,383,15,20210701
831,384,26,20210701
832,384,36,20210701
833,384,17,20210701
834,385,17,20210701
835,385,62,20210701
836,385,3,20210701
837,386,72,20210701
838,386,26,20210701
839,387,26,20210701
840,388,72,20210701
841,389,16,20210701
842,389,15,20210701
843,389,3,20210701
844,390,26,20210701
845,390,3,20210701
846,390,15,20210701
847,391,15,20210701
848,391,26,20210701
849,392,26,20210701
850,393,3,20210701
851,394,26,20210701
852,394,37,20210701
853,395,35,20210701
854,395,72,20210701
855,396,3,20210701
856,397,3,20210701
857,397,55,20210701
858,398,35,20210701
859,398,57,20210701
860,398,3,20210701
861,399,35,20210701
862,399,57,20210701
863,399,3,20210701
864,400,3,20210701
865,400,57,20210701
866,400,35,20210701
867,401,26,20210701
868,401,37,20210701
869,401,72,20210701
870,402,55,20210701
871,402,26,20210701
872,402,57,20210701
873,403,55,20210701
874,403,26,20210701
875,403,48,20210701
876,404,26,20210701
877,405,17,20210630
878,405,3,20210630
879,406,37,20210630
880,406,26,20210630
881,407,72,20210630
882,408,17,20210630
883,408,37,20210630
884,408,26,20210630
885,409,26,20210630
886,409,72,20210630
887,409,37,20210630
888,410,37,20210628
889,410,26,20210628
890,411,26,20210628
891,412,17,20210628
892,412,37,20210628
893,413,26,20210626
894,413,37,20210626
895,413,36,20210626
896,414,37,20210626
897,414,25,20210626
898,415,37,20210625
899,415,26,20210625
900,416,3,20210625
901,417,62,20210624
902,417,25,20210624
903,418,35,20210624
904,419,17,20210623
905,419,55,20210623
906,420,25,20210623
907,420,37,20210623
908,421,48,20210623
909,421,17,20210623
910,421,37,20210623
911,422,26,20210622
912,422,37,20210622
913,422,55,20210622
914,423,37,20210622
915,423,26,20210622
916,424,37,20210622
917,424,26,20210622
918,424,17,20210622
919,425,26,20210622
920,425,17,20210622
921,425,37,20210622
922,426,37,20210621
923,426,17,20210621
924,426,26,20210621
925,427,37,20210621
926,427,17,20210621
927,427,26,20210621
928,428,55,20210621
929,428,37,20210621
930,428,48,20210621
931,429,3,20210619
932,429,37,20210619
933,429,7,20210619
934,430,3,20210619
935,430,7,20210619
936,430,37,20210619
937,431,3,20210619
938,431,37,20210619
939,431,7,20210619
940,432,37,20210618
941,432,26,20210618
942,433,26,20210618
943,434,26,20210618
944,434,3,20210618
945,434,37,20210618
946,435,55,20210618
947,435,37,20210618
948,435,17,20210618
949,436,7,20210618
950,436,3,20210618
951,436,16,20210618
952,437,3,20210618
953,437,37,20210618
954,438,26,20210617
955,438,37,20210617
956,438,17,20210617
957,439,26,20210617
958,439,17,20210617
959,439,36,20210617
960,440,26,20210617
961,440,37,20210617
962,441,37,20210617
963,441,36,20210617
964,441,26,20210617
965,442,26,20210617
966,443,26,20210617
967,443,36,20210617
968,443,17,20210617
969,444,17,20210616
970,444,37,20210616
971,444,26,20210616
972,445,25,20210616
973,445,37,20210616
974,445,62,20210616
975,446,36,20210616
976,446,26,20210616
977,447,72,20210616
978,447,26,20210616
979,447,37,20210616
980,448,37,20210616
981,448,3,20210616
982,448,26,20210616
983,449,25,20210615
984,450,25,20210615
985,451,36,20210615
986,451,17,20210615
987,452,3,20210615
988,453,25,20210615
989,454,25,20210615
990,455,25,20210613
991,456,35,20210613
992,457,46,20210612
993,458,46,20210612
994,459,46,20210612
995,460,26,20210611
996,460,37,20210611
997,460,17,20210611
998,461,37,20210611
999,461,26,20210611
1000,461,15,20210611
1001,462,7,20210611
1002,462,25,20210611
1003,463,17,20210611
1004,463,15,20210611
1005,464,17,20210610
1006,464,35,20210610
1007,465,37,20210610
1008,465,26,20210610
1009,466,37,20210610
1010,466,26,20210610
1011,467,26,20210610
1012,467,55,20210610
1013,467,36,20210610
1014,468,37,20210610
1015,468,72,20210610
1016,469,72,20210609
1017,469,26,20210609
1018,470,17,20210609
1019,470,37,20210609
1020,470,26,20210609
1021,471,37,20210609
1022,471,36,20210609
1023,471,26,20210609
1024,472,57,20210607
1025,472,17,20210607
1026,472,3,20210607
1027,473,36,20210605
1028,473,26,20210605
1029,474,37,20210605
1030,474,15,20210605
1031,474,25,20210605
1032,475,37,20210605
1033,475,55,20210605
1034,475,26,20210605
1035,476,25,20210604
1036,477,46,20210604
1037,478,46,20210604
1038,479,55,20210604
1039,479,37,20210604
1040,479,17,20210604
1041,480,37,20210604
1042,480,55,20210604
1043,480,17,20210604
1044,481,37,20210604
1045,481,3,20210604
1046,482,64,20210603
1047,483,26,20210603
1048,483,17,20210603
1049,483,37,20210603
1050,484,25,20210603
1051,484,37,20210603
1052,485,25,20210603
1053,485,37,20210603
1054,485,48,20210603
1055,486,72,20210603
1056,486,37,20210603
1057,486,26,20210603
1058,487,55,20210602
1059,487,26,20210602
1060,487,28,20210602
1061,488,40,20210602
1062,488,36,20210602
1063,488,26,20210602
1064,489,3,20210602
1065,490,40,20210602
1066,490,17,20210602
1067,490,36,20210602
1068,491,22,20210602
1069,491,57,20210602
1070,491,3,20210602
1071,492,25,20210602
1072,493,55,20210602
1073,493,26,20210602
1074,494,37,20210602
1075,494,48,20210602
1076,494,17,20210602
1077,495,36,20210602
1078,495,26,20210602
1079,495,17,20210602
1080,496,3,20210602
1081,496,26,20210602
1082,497,3,20210602
1083,498,72,20210602
1084,499,25,20210602
1085,500,3,20210602
1086,500,26,20210602
1087,501,17,20210602
1088,501,55,20210602
1089,501,26,20210602
1090,502,17,20210602
1091,502,55,20210602
1092,503,37,20210602
1093,503,17,20210602
1094,503,26,20210602
1095,504,22,20210602
1096,504,35,20210602
1097,505,26,20210602
1098,506,26,20210602
1099,506,17,20210602
1100,506,36,20210602
1101,507,62,20210602
1102,507,26,20210602
1103,508,36,20210602
1104,508,26,20210602
1105,508,40,20210602
1106,509,62,20210602
1107,509,3,20210602
1108,509,26,20210602
1109,510,3,20210602
1110,511,35,20210602
1111,511,72,20210602
1112,512,3,20210602
1113,512,37,20210602
1114,512,26,20210602
1115,513,26,20210602
1116,513,3,20210602
1117,513,37,20210602
1118,514,3,20210602
1119,515,3,20210602
1120,515,17,20210602
1121,516,3,20210602
1122,516,16,20210602
1123,516,22,20210602
1124,517,15,20210602
1125,518,3,20210602
1126,519,55,20210602
1127,519,17,20210602
1128,520,26,20210602
1129,520,37,20210602
1130,520,40,20210602
1131,521,72,20210602
1132,522,36,20210602
1133,522,26,20210602
1134,522,17,20210602
1135,523,17,20210602
1136,523,55,20210602
1137,523,26,20210602
1138,524,16,20210602
1139,524,3,20210602
1140,525,72,20210602
1141,525,55,20210602
1142,525,26,20210602
1143,526,35,20210602
1144,527,17,20210602
1145,527,26,20210602
1146,527,36,20210602
1147,528,72,20210602
1148,529,64,20210530
1149,530,17,20210529
1150,530,37,20210529
1151,531,26,20210528
1152,532,17,20210528
1153,532,15,20210528
1154,533,26,20210527
1155,533,28,20210527
1156,533,15,20210527
1157,534,37,20210527
1158,534,35,20210527
1159,534,72,20210527
1160,535,64,20210527
1161,536,36,20210527
1162,536,26,20210527
1163,536,37,20210527
1164,537,62,20210526
1165,537,37,20210526
1166,537,26,20210526
1167,538,37,20210526
1168,538,3,20210526
1169,538,26,20210526
1170,539,25,20210526
1171,539,37,20210526
1172,540,72,20210525
1173,540,37,20210525
1174,540,26,20210525
1175,541,17,20210525
1176,541,57,20210525
1177,541,15,20210525
1178,542,37,20210522
1179,542,48,20210522
1180,543,26,20210521
1181,543,37,20210521
1182,543,48,20210521
1183,544,37,20210521
1184,544,48,20210521
1185,544,26,20210521
1186,545,37,20210521
1187,545,48,20210521
1188,545,26,20210521
1189,546,35,20210521
1190,546,3,20210521
1191,547,25,20210521
1192,548,26,20210521
1193,548,37,20210521
1194,549,26,20210520
1195,549,36,20210520
1196,549,37,20210520
1197,550,26,20210520
1198,550,37,20210520
1199,551,40,20210520
1200,551,25,20210520
1201,551,37,20210520
1202,552,15,20210520
1203,552,17,20210520
1204,553,15,20210520
1205,553,17,20210520
1206,554,72,20210520
1207,554,37,20210520
1208,554,26,20210520
1209,555,3,20210519
1210,555,26,20210519
1211,556,72,20210519
1212,557,25,20210519
1213,558,25,20210518
1214,559,37,20210518
1215,559,17,20210518
1216,559,26,20210518
1217,560,26,20210516
1218,560,36,20210516
1219,560,57,20210516
1220,561,37,20210515
1221,561,36,20210515
1222,561,26,20210515
1223,562,26,20210515
1224,562,55,20210515
1225,562,37,20210515
1226,563,37,20210514
1227,563,17,20210514
1228,563,36,20210514
1229,564,72,20210514
1230,564,37,20210514
1231,564,26,20210514
1232,565,37,20210514
1233,565,26,20210514
1234,565,72,20210514
1235,566,15,20210514
1236,566,17,20210514
1237,567,17,20210514
1238,567,26,20210514
1239,567,37,20210514
1240,568,37,20210514
1241,568,35,20210514
1242,568,72,20210514
1243,569,17,20210514
1244,570,72,20210514
1245,570,26,20210514
1246,571,72,20210513
1247,571,36,20210513
1248,571,37,20210513
1249,572,36,20210513
1250,572,26,20210513
1251,572,37,20210513
1252,573,37,20210513
1253,573,25,20210513
1254,573,48,20210513
1255,574,26,20210512
1256,574,36,20210512
1257,574,37,20210512
1258,575,37,20210512
1259,575,72,20210512
1260,575,26,20210512
1261,576,17,20210511
1262,576,26,20210511
1263,576,37,20210511
1264,577,37,20210511
1265,577,26,20210511
1266,578,36,20210510
1267,578,72,20210510
1268,579,37,20210509
1269,579,72,20210509
1270,579,26,20210509
1271,580,3,20210508
1272,581,26,20210508
1273,581,37,20210508
1274,581,3,20210508
1275,582,26,20210507
1276,582,37,20210507
1277,583,25,20210507
1278,584,37,20210507
1279,584,36,20210507
1280,584,26,20210507
1281,585,26,20210507
1282,586,17,20210507
1283,587,55,20210507
1284,587,26,20210507
1285,587,37,20210507
1286,588,25,20210507
1287,589,72,20210506
1288,589,26,20210506
1289,589,37,20210506
1290,590,3,20210506
1291,591,25,20210505
1292,591,26,20210505
1293,592,72,20210504
1294,592,26,20210504
1295,592,36,20210504
1296,593,15,20210501
1297,593,17,20210501
1298,594,3,20210501
1299,594,26,20210501
1300,595,62,20210501
1301,595,3,20210501
1302,596,35,20210501
1303,596,3,20210501
1304,597,17,20210501
1305,597,3,20210501
1306,598,17,20210501
1307,599,3,20210501
1308,600,15,20210501
1309,600,26,20210501
1310,601,36,20210501
1311,601,26,20210501
1312,602,17,20210501
1313,602,15,20210501
1314,603,15,20210501
1315,603,17,20210501
1316,604,17,20210501
1317,604,15,20210501
1318,604,48,20210501
1319,605,48,20210501
1320,605,15,20210501
1321,606,15,20210501
1322,606,17,20210501
1323,607,15,20210501
1324,607,17,20210501
1325,608,26,20210501
1326,608,72,20210501
1327,609,26,20210501
1328,609,62,20210501
1329,609,3,20210501
1330,610,3,20210501
1331,611,26,20210501
1332,611,37,20210501
1333,612,57,20210501
1334,612,3,20210501
1335,613,26,20210501
1336,613,72,20210501
1337,614,17,20210501
1338,615,3,20210501
1339,615,57,20210501
1340,616,57,20210501
1341,616,37,20210501
1342,616,26,20210501
1343,617,17,20210501
1344,617,55,20210501
1345,618,17,20210501
1346,618,3,20210501
1347,619,26,20210501
1348,619,72,20210501
1349,620,15,20210501
1350,620,17,20210501
1351,621,3,20210501
1352,622,36,20210501
1353,622,55,20210501
1354,622,17,20210501
1355,623,26,20210430
1356,623,37,20210430
1357,624,37,20210430
1358,624,36,20210430
1359,624,26,20210430
