,movie_id,actor_id,last_update
395,48,31448,20210910
396,48,31705,20210910
397,49,11621,20210910
398,49,47855,20210910
399,49,1623,20210910
400,49,5809,20210910
401,49,4581,20210910
402,49,8298,20210910
403,49,14507,20210910
404,49,48424,20210910
405,49,15129,20210910
406,49,44867,20210910
407,50,25218,20210910
408,50,16959,20210910
409,50,28853,20210910
410,50,38204,20210910
411,50,10788,20210910
412,50,48073,20210910
413,50,27086,20210910
414,50,33001,20210910
415,51,32111,20210909
416,51,28321,20210909
417,52,31493,20210909
418,52,13560,20210909
419,52,4528,20210909
420,52,10281,20210909
421,52,10149,20210909
422,52,3943,20210909
423,52,20577,20210909
424,52,12971,20210909
425,53,33632,20210909
426,54,22286,20210908
427,54,13330,20210908
428,54,27250,20210908
429,54,13340,20210908
430,54,32203,20210908
431,54,28125,20210908
432,54,47915,20210908
433,54,22463,20210908
434,54,41893,20210908
435,54,1221,20210908
436,55,11272,20210908
437,55,32691,20210908
438,55,27583,20210908
439,55,1098,20210908
440,55,42562,20210908
441,55,2820,20210908
442,55,34085,20210908
443,55,47328,20210908
444,55,22393,20210908
445,55,24650,20210908
446,55,41144,20210908
447,55,15200,20210908
448,56,5681,20210907
449,56,5834,20210907
450,56,26509,20210907
451,56,38789,20210907
452,56,1867,20210907
453,56,15428,20210907
454,56,4045,20210907
455,56,42821,20210907
456,56,22075,20210907
457,56,12680,20210907
458,57,33632,20210907
459,58,20915,20210906
460,58,34306,20210906
461,58,4908,20210906
462,58,36328,20210906
463,58,45476,20210906
464,58,38923,20210906
465,58,24445,20210906
466,58,27534,20210906
467,58,28085,20210906
468,58,42159,20210906
469,58,20919,20210906
470,58,34133,20210906
471,58,40761,20210906
472,58,47853,20210906
473,59,2455,20210905
474,59,24921,20210905
475,59,37458,20210905
476,59,44914,20210905
477,59,5738,20210905
478,59,42441,20210905
479,59,46740,20210905
480,59,41958,20210905
481,59,3617,20210905
482,59,40313,20210905
483,59,5713,20210905
484,60,10683,20210904
485,60,3821,20210904
486,60,28424,20210904
487,60,11551,20210904
488,60,12210,20210904
489,60,18468,20210904
490,61,41701,20210903
491,61,26006,20210903
492,61,4363,20210903
493,61,42562,20210903
494,61,2338,20210903
495,61,30869,20210903
496,61,44020,20210903
497,61,8534,20210903
498,62,38468,20210902
499,62,32220,20210902
500,62,44842,20210902
501,62,46488,20210902
502,62,394,20210902
503,62,16162,20210902
504,62,42409,20210902
505,62,31284,20210902
506,63,28022,20210902
507,63,43073,20210902
508,63,4991,20210902
509,63,22087,20210902
510,63,44883,20210902
511,63,23499,20210902
512,63,25120,20210902
513,63,17630,20210902
514,63,40977,20210902
515,64,44527,20210902
516,64,166,20210902
517,64,3556,20210902
518,64,15830,20210902
519,64,5144,20210902
520,64,35025,20210902
521,64,24642,20210902
522,64,39905,20210902
523,64,12794,20210902
524,64,9102,20210902
525,65,16582,20210902
526,65,33538,20210902
527,65,25471,20210902
528,65,46557,20210902
529,65,36672,20210902
530,65,46781,20210902
531,65,17589,20210902
532,65,43352,20210902
533,66,33632,20210902
534,67,34454,20210902
535,67,53,20210902
536,67,4166,20210902
537,67,41025,20210902
538,67,36508,20210902
539,67,1026,20210902
540,68,19677,20210902
541,68,46415,20210902
542,68,20096,20210902
543,68,47864,20210902
544,68,27324,20210902
545,69,20446,20210902
546,69,29237,20210902
547,69,30305,20210902
548,69,24686,20210902
549,69,17323,20210902
550,69,47719,20210902
551,69,41219,20210902
552,69,33165,20210902
553,70,38,20210902
554,70,4275,20210902
555,70,5428,20210902
556,70,14375,20210902
557,70,36166,20210902
558,70,39424,20210902
559,70,48212,20210902
560,70,39466,20210902
561,71,2553,20210901
562,71,23053,20210901
563,71,35012,20210901
564,71,24755,20210901
565,71,26854,20210901
566,71,47290,20210901
567,71,9962,20210901
568,71,37314,20210901
569,71,41884,20210901
570,71,7710,20210901
571,71,29582,20210901
572,71,13809,20210901
573,71,20421,20210901
574,71,27992,20210901
575,71,17610,20210901
576,72,8664,20210901
577,72,17738,20210901
578,72,16129,20210901
579,72,15967,20210901
580,72,23009,20210901
581,72,8613,20210901
582,72,30100,20210901
583,72,2047,20210901
584,72,42591,20210901
585,72,44246,20210901
586,73,22591,20210901
587,73,38072,20210901
588,73,20458,20210901
589,73,4977,20210901
590,73,34294,20210901
591,73,7077,20210901
592,73,27805,20210901
593,73,31988,20210901
594,73,9903,20210901
595,73,38326,20210901
596,74,2138,20210901
597,74,16080,20210901
598,74,11912,20210901
599,74,2177,20210901
600,74,1283,20210901
601,75,21236,20210901
602,75,39135,20210901
603,75,10510,20210901
604,75,6526,20210901
605,75,19326,20210901
606,75,40701,20210901
607,75,12885,20210901
608,75,17106,20210901
609,75,32002,20210901
610,75,47507,20210901
611,75,21443,20210901
612,75,27873,20210901
613,76,6140,20210901
614,76,33543,20210901
615,76,47895,20210901
616,76,41811,20210901
617,76,30029,20210901
618,76,22071,20210901
619,76,11544,20210901
620,76,22454,20210901
621,76,41182,20210901
622,76,17850,20210901
623,77,5168,20210901
624,77,21267,20210901
625,77,19284,20210901
626,77,17485,20210901
627,77,31307,20210901
628,77,17106,20210901
629,77,47389,20210901
630,77,17102,20210901
631,77,37139,20210901
632,77,11067,20210901
633,77,12171,20210901
634,77,3298,20210901
635,77,44617,20210901
636,78,21829,20210901
637,78,43615,20210901
638,78,36747,20210901
639,78,19679,20210901
640,78,37479,20210901
641,78,35067,20210901
642,78,30994,20210901
643,78,9590,20210901
644,78,7385,20210901
645,78,30118,20210901
646,78,26491,20210901
647,79,22860,20210901
648,79,37123,20210901
649,79,32652,20210901
650,79,33320,20210901
651,79,16056,20210901
652,79,12947,20210901
653,79,35631,20210901
654,79,6244,20210901
655,79,37453,20210901
656,79,12178,20210901
657,80,1249,20210901
658,80,20537,20210901
659,80,837,20210901
660,80,15859,20210901
661,80,42871,20210901
662,80,29124,20210901
663,80,40833,20210901
664,80,31417,20210901
665,80,16390,20210901
666,80,44899,20210901
667,80,35012,20210901
668,80,26897,20210901
669,80,34929,20210901
670,80,22194,20210901
671,81,7792,20210901
672,81,9696,20210901
673,81,2098,20210901
674,81,17527,20210901
675,81,37700,20210901
676,81,22449,20210901
677,81,9796,20210901
678,81,15493,20210901
679,81,40587,20210901
680,81,24305,20210901
681,82,31307,20210901
682,82,5586,20210901
683,82,34847,20210901
684,82,39011,20210901
685,82,29423,20210901
686,82,15903,20210901
687,82,14960,20210901
688,82,34235,20210901
689,82,38893,20210901
690,82,42420,20210901
691,82,37658,20210901
692,82,21984,20210901
693,82,39891,20210901
694,82,10315,20210901
695,83,15847,20210901
696,83,32282,20210901
697,83,2576,20210901
698,83,46500,20210901
699,83,16576,20210901
700,83,27646,20210901
701,83,21284,20210901
702,84,9793,20210901
703,84,6677,20210901
704,84,15984,20210901
705,84,9958,20210901
706,84,42813,20210901
707,84,22655,20210901
708,84,24328,20210901
709,84,17317,20210901
710,85,17613,20210901
711,85,18205,20210901
712,85,29048,20210901
713,85,19820,20210901
714,85,40863,20210901
715,85,11086,20210901
716,85,25406,20210901
717,85,3716,20210901
718,85,34710,20210901
719,85,46196,20210901
720,85,18923,20210901
721,85,40557,20210901
722,86,43722,20210901
723,86,5785,20210901
724,86,20001,20210901
725,86,39259,20210901
726,86,35487,20210901
727,86,29257,20210901
728,86,44779,20210901
729,86,2904,20210901
730,87,18,20210901
731,87,8831,20210901
732,87,24358,20210901
733,87,44904,20210901
734,87,4633,20210901
735,87,6045,20210901
736,87,34833,20210901
737,87,12803,20210901
738,87,46317,20210901
739,87,8806,20210901
740,87,29423,20210901
741,87,38438,20210901
742,87,9175,20210901
743,88,36251,20210901
744,88,18192,20210901
745,88,8806,20210901
746,88,34833,20210901
747,88,23549,20210901
748,88,29423,20210901
749,88,4633,20210901
750,88,8831,20210901
751,88,44904,20210901
752,88,6045,20210901
753,89,5273,20210901
754,89,8806,20210901
755,89,44904,20210901
756,89,24881,20210901
757,89,8831,20210901
758,89,8537,20210901
759,89,24676,20210901
760,89,2923,20210901
761,89,10698,20210901
762,89,30749,20210901
763,90,45250,20210901
764,90,30650,20210901
765,90,14979,20210901
766,90,22007,20210901
767,90,37708,20210901
768,90,3428,20210901
769,90,29717,20210901
770,90,3473,20210901
771,90,17408,20210901
772,90,21365,20210901
773,90,47466,20210901
774,90,16507,20210901
775,91,38691,20210901
776,91,10864,20210901
777,91,32582,20210901
778,91,12120,20210901
779,91,15316,20210901
780,91,34091,20210901
781,91,34397,20210901
782,91,33067,20210901
783,91,18605,20210901
784,91,19169,20210901
785,91,46346,20210901
786,91,27128,20210901
787,91,38265,20210901
788,91,17621,20210901
789,91,20617,20210901
790,91,42562,20210901
791,91,32215,20210901
792,92,12799,20210901
793,92,24572,20210901
794,92,3524,20210901
795,92,22332,20210901
796,92,41301,20210901
797,92,7806,20210901
798,92,3337,20210901
799,92,19973,20210901
800,93,27688,20210901
801,93,10202,20210901
802,93,4960,20210901
803,93,19078,20210901
804,93,19461,20210901
805,94,10553,20210901
806,94,14923,20210901
807,94,24705,20210901
808,94,6387,20210901
809,94,3422,20210901
810,94,38717,20210901
811,94,41174,20210901
812,94,20420,20210901
813,94,23674,20210901
814,94,10641,20210901
815,95,27655,20210901
816,95,27649,20210901
817,95,14852,20210901
818,95,16032,20210901
819,95,29036,20210901
820,95,31466,20210901
821,95,46191,20210901
822,95,26741,20210901
823,95,15255,20210901
824,95,2098,20210901
825,95,28674,20210901
826,95,8766,20210901
827,95,8432,20210901
828,96,22552,20210901
829,96,40137,20210901
830,96,1621,20210901
831,96,24914,20210901
832,96,2038,20210901
833,96,7651,20210901
834,96,35473,20210901
835,96,24063,20210901
836,97,42829,20210901
837,97,24496,20210901
838,97,4213,20210901
839,97,33156,20210901
840,97,30483,20210901
841,97,13088,20210901
842,97,8673,20210901
843,97,33141,20210901
844,97,1064,20210901
845,97,23461,20210901
846,98,31612,20210901
847,98,41301,20210901
848,98,41955,20210901
849,98,46685,20210901
850,98,8043,20210901
851,98,29795,20210901
852,98,18437,20210901
853,98,8887,20210901
854,98,8186,20210901
855,98,36252,20210901
856,99,32652,20210901
857,99,29443,20210901
858,99,40232,20210901
859,99,10331,20210901
860,99,18825,20210901
861,99,30842,20210901
862,99,3354,20210901
863,99,16129,20210901
864,99,45091,20210901
865,99,27670,20210901
866,99,38497,20210901
867,99,35706,20210901
868,100,11496,20210901
869,100,4839,20210901
870,100,19262,20210901
871,100,22575,20210901
872,100,23880,20210901
873,100,10018,20210901
874,100,24254,20210901
875,100,38562,20210901
876,100,42771,20210901
877,100,7719,20210901
878,101,2860,20210901
879,101,4261,20210901
880,101,10785,20210901
881,101,22105,20210901
882,101,24496,20210901
883,101,31868,20210901
884,101,43951,20210901
885,101,20331,20210901
886,101,30898,20210901
887,101,44246,20210901
888,101,7298,20210901
889,102,19616,20210901
890,102,24319,20210901
891,102,4041,20210901
892,102,5131,20210901
893,102,47272,20210901
894,102,47447,20210901
895,102,16440,20210901
896,102,35009,20210901
897,102,45165,20210901
898,102,15627,20210901
899,102,26430,20210901
900,102,12738,20210901
901,102,8981,20210901
902,102,16900,20210901
903,102,35977,20210901
904,103,6841,20210901
905,103,38175,20210901
906,103,19321,20210901
907,103,45741,20210901
908,103,45566,20210901
909,103,21412,20210901
910,103,47438,20210901
911,103,19459,20210901
912,103,10315,20210901
913,103,13190,20210901
914,104,5645,20210901
915,104,15766,20210901
916,104,11784,20210901
917,104,21480,20210901
918,104,34017,20210901
919,104,19595,20210901
920,104,9640,20210901
921,104,42876,20210901
922,104,9224,20210901
923,104,31359,20210901
924,104,15037,20210901
925,105,10762,20210901
926,105,5130,20210901
927,105,8520,20210901
928,105,6190,20210901
929,105,47509,20210901
930,105,38705,20210901
931,105,26154,20210901
932,105,24925,20210901
933,106,25572,20210901
934,106,37651,20210901
935,106,13597,20210901
936,106,15072,20210901
937,106,32277,20210901
938,106,24719,20210901
939,106,31420,20210901
940,106,18734,20210901
941,106,22591,20210901
942,107,11981,20210901
943,107,26185,20210901
944,107,9600,20210901
945,107,9799,20210901
946,107,37261,20210901
947,107,480,20210901
948,107,32582,20210901
949,107,13834,20210901
950,107,40674,20210901
951,107,45758,20210901
952,107,24301,20210901
953,107,47662,20210901
954,107,6845,20210901
955,107,25699,20210901
956,107,11515,20210901
957,107,4634,20210901
958,107,44435,20210901
959,107,40802,20210901
960,107,36449,20210901
961,107,27932,20210901
962,107,43034,20210901
963,107,36959,20210901
964,107,39316,20210901
965,107,29717,20210901
966,107,17343,20210901
967,107,25575,20210901
968,107,16367,20210901
969,107,12382,20210901
970,107,30614,20210901
971,107,12615,20210901
972,107,25472,20210901
973,107,30238,20210901
974,107,18079,20210901
975,107,36223,20210901
976,107,45421,20210901
977,107,8875,20210901
978,108,34018,20210901
979,108,22161,20210901
980,108,37453,20210901
981,108,16440,20210901
982,108,11989,20210901
983,109,22378,20210901
984,109,38359,20210901
985,109,23893,20210901
986,109,31423,20210901
987,109,26351,20210901
988,109,31591,20210901
989,109,21515,20210901
990,109,446,20210901
991,109,24681,20210901
992,109,43519,20210901
993,109,18748,20210901
994,109,40275,20210901
995,109,21209,20210901
996,109,46331,20210901
997,110,45835,20210901
998,111,7712,20210901
999,111,9256,20210901
1000,111,12630,20210901
1001,111,7877,20210901
1002,111,22058,20210901
1003,111,28336,20210901
1004,111,4526,20210901
1005,111,6677,20210901
1006,111,31905,20210901
1007,111,33162,20210901
1008,111,45149,20210901
1009,111,34903,20210901
1010,112,13346,20210901
1011,112,47423,20210901
1012,112,6610,20210901
1013,112,16636,20210901
1014,112,1111,20210901
1015,112,26477,20210901
1016,112,16138,20210901
1017,112,8735,20210901
1018,113,44690,20210901
1019,113,19326,20210901
1020,113,8023,20210901
1021,113,44047,20210901
1022,113,41012,20210901
1023,113,46465,20210901
1024,113,7853,20210901
1025,113,12749,20210901
1026,113,36860,20210901
1027,113,18709,20210901
1028,114,10848,20210901
1029,114,16493,20210901
1030,114,37690,20210901
1031,114,15898,20210901
1032,114,19414,20210901
1033,114,3499,20210901
1034,114,42550,20210901
1035,114,18349,20210901
1036,114,3500,20210901
1037,114,19268,20210901
1038,115,27127,20210901
1039,115,19297,20210901
1040,115,11681,20210901
1041,115,40899,20210901
1042,115,37287,20210901
1043,115,36859,20210901
1044,115,19462,20210901
1045,115,44847,20210901
1046,116,10541,20210901
1047,116,12749,20210901
1048,116,21584,20210901
1049,116,25935,20210901
1050,116,19249,20210901
1051,116,19015,20210901
1052,116,34680,20210901
1053,116,19192,20210901
1054,117,19192,20210901
1055,117,25935,20210901
1056,117,19633,20210901
1057,117,8434,20210901
1058,117,3237,20210901
1059,117,37670,20210901
1060,117,30440,20210901
1061,117,12749,20210901
1062,117,15216,20210901
1063,117,21584,20210901
1064,118,31359,20210901
1065,118,19284,20210901
1066,118,28774,20210901
1067,118,27361,20210901
1068,118,31724,20210901
1069,118,7625,20210901
1070,118,33296,20210901
1071,118,22744,20210901
1072,118,30746,20210901
1073,118,29423,20210901
1074,119,20991,20210831
1075,119,15040,20210831
1076,119,37408,20210831
1077,119,21839,20210831
1078,119,21840,20210831
1079,119,39603,20210831
1080,119,16479,20210831
1081,119,9179,20210831
1082,119,12587,20210831
1083,119,15383,20210831
1084,120,33632,20210831
1085,121,48471,20210828
1086,121,34105,20210828
1087,121,5224,20210828
1088,121,15039,20210828
1089,121,48467,20210828
1090,121,25414,20210828
1091,121,36833,20210828
1092,121,48465,20210828
1093,122,40418,20210828
1094,122,6126,20210828
1095,122,36149,20210828
1096,123,17843,20210828
1097,123,15940,20210828
1098,123,29438,20210828
1099,123,13744,20210828
1100,123,20595,20210828
1101,123,29908,20210828
1102,123,16353,20210828
1103,123,22108,20210828
1104,123,22941,20210828
1105,123,44221,20210828
1106,123,29684,20210828
1107,123,43896,20210828
1108,123,19339,20210828
1109,123,24399,20210828
1110,123,13196,20210828
1111,124,31685,20210827
1112,124,45770,20210827
1113,124,40059,20210827
1114,124,3638,20210827
1115,124,36556,20210827
1116,124,36684,20210827
1117,124,11837,20210827
1118,125,28495,20210827
1119,125,11028,20210827
1120,125,3887,20210827
1121,125,40049,20210827
1122,125,28297,20210827
1123,125,45976,20210827
1124,125,36205,20210827
1125,125,25510,20210827
1126,125,32949,20210827
1127,125,149,20210827
1128,126,18461,20210827
1129,126,3375,20210827
1130,126,28044,20210827
1131,126,25299,20210827
1132,126,35544,20210827
1133,126,36326,20210827
1134,126,29935,20210827
1135,126,32242,20210827
1136,126,43889,20210827
1137,126,487,20210827
1138,127,41031,20210827
1139,127,36211,20210827
1140,127,46057,20210827
1141,127,17634,20210827
1142,127,699,20210827
1143,127,36633,20210827
1144,127,11930,20210827
1145,127,32705,20210827
1146,128,46976,20210827
1147,128,42136,20210827
1148,128,18510,20210827
1149,128,36641,20210827
1150,128,32705,20210827
1151,128,36993,20210827
1152,128,11955,20210827
1153,128,17672,20210827
1154,129,32705,20210827
1155,129,22087,20210827
1156,129,4145,20210827
1157,129,45770,20210827
1158,129,37984,20210827
1159,129,13978,20210827
1160,129,46976,20210827
1161,129,25584,20210827
1162,129,31972,20210827
1163,129,20207,20210827
1164,130,18510,20210827
1165,130,38011,20210827
1166,130,20011,20210827
1167,130,45770,20210827
1168,130,3638,20210827
1169,130,32937,20210827
1170,131,25337,20210827
1171,131,41013,20210827
1172,131,28414,20210827
1173,131,699,20210827
1174,131,2445,20210827
1175,131,45770,20210827
1176,131,10495,20210827
1177,131,30355,20210827
1178,131,9073,20210827
1179,131,43463,20210827
1180,132,32948,20210827
1181,132,45770,20210827
1182,132,8901,20210827
1183,132,3638,20210827
1184,132,38618,20210827
1185,132,38011,20210827
1186,132,24139,20210827
1187,132,37164,20210827
1188,132,40301,20210827
1189,133,36780,20210827
1190,133,43464,20210827
1191,133,40398,20210827
1192,133,25120,20210827
1193,133,16292,20210827
1194,133,3638,20210827
1195,133,31821,20210827
1196,133,41148,20210827
1197,134,4104,20210827
1198,134,36680,20210827
1199,134,3408,20210827
1200,134,2222,20210827
1201,134,33829,20210827
1202,134,17578,20210827
1203,134,32936,20210827
1204,135,48255,20210827
1205,135,46896,20210827
1206,135,41714,20210827
1207,135,40946,20210827
1208,135,43263,20210827
1209,135,33444,20210827
1210,135,41659,20210827
1211,136,32812,20210827
1212,136,36863,20210827
1213,136,921,20210827
1214,136,35927,20210827
1215,136,23584,20210827
1216,136,4296,20210827
1217,136,4524,20210827
1218,136,13604,20210827
1219,137,40326,20210827
1220,137,1024,20210827
1221,137,249,20210827
1222,137,8181,20210827
1223,137,28167,20210827
1224,137,25578,20210827
1225,137,18217,20210827
1226,137,35803,20210827
1227,137,42196,20210827
1228,137,42188,20210827
1229,138,36615,20210827
1230,138,19661,20210827
1231,138,23432,20210827
1232,138,41449,20210827
1233,138,46762,20210827
1234,138,28438,20210827
1235,138,36680,20210827
1236,139,23432,20210827
1237,139,11952,20210827
1238,139,39353,20210827
1239,139,43286,20210827
1240,139,39969,20210827
1241,139,42239,20210827
1242,139,23636,20210827
1243,139,34560,20210827
1244,140,16933,20210827
1245,140,33680,20210827
1246,140,34260,20210827
1247,140,12337,20210827
1248,140,45169,20210827
